ID,Account,Product,Period,Price
2776,Euphartn,Slingshot,4/9/2015,19.02
2782,AnnouncerNephew,Devil Donut,4/12/2015,12.82
2788,Awareceleve,Devil Donut,4/30/2015,7.44
2789,Reenaca,Left-handed Scissors,4/22/2015,23.84
2790,Awareceleve,Bowling Ball,4/28/2015,9.08
2792,ArsenalKino,Bowling Ball,4/1/2015,25.68
2797,Promsdeo,Hot Dog,4/11/2015,18.3
2798,DoggIntincr,Flower Bouquet,4/22/2015,6.5
2799,Mazdobatu,Squishee,4/27/2015,18.76
2801,Chilledet,Flower Bouquet,4/10/2015,8.58
2803,Intellba,Devil Donut,4/20/2015,14.4
2806,Sigands,Pacifier,4/22/2015,24.84
2811,Daranter,Left-handed Scissors,4/19/2015,16.08
2812,Inktonu,Left-handed Scissors,4/29/2015,19.52
2813,Chestium,Pacifier,4/23/2015,17.1
2822,Nordimi,Saxophone Reed,4/16/2015,22.62
2825,HelloGrand,Squishee,4/19/2015,6.74
2828,Mudsalib,Slingshot,4/19/2015,7.76
2832,ChiriShabby,Barley,4/23/2015,25.82
2835,Bitfobaas,Hot Dog,4/6/2015,6.38
2836,Buddyella,Bowling Ball,4/24/2015,25.16
2838,Mazdobatu,Snow Plow,4/20/2015,10.04
2839,Heaticel,Krusty-Os,4/12/2015,17.34
2842,GriffonReporter,Orange Punch,4/6/2015,6.88
2844,Namenetsky,Orange Punch,4/16/2015,25.64
2849,AlphaRpg,Flower Bouquet,4/12/2015,10.64
2853,SnoWord,Barley,4/4/2015,14.92
2854,BurntFear,Barley,4/3/2015,8.28
2858,Eapperpl,Krusty-Os,4/11/2015,6.66
2864,Blesselud,Barley,4/5/2015,15.34
2865,ArsenalTalk,Bowling Ball,4/8/2015,6.34
2874,HelpSweet,Bowling Ball,4/14/2015,22.68
2877,BradleyNarrative,Slingshot,4/21/2015,6.96
2881,Headlines,Slingshot,4/19/2015,23.42
2882,Reenaca,Almond Milk,4/6/2015,21.98
2883,Positiverc,Left-handed Scissors,4/14/2015,7.04
2889,Grundyneti,Snow Plow,4/29/2015,21.96
2893,Bloggerer,Almond Milk,4/29/2015,7.46
2896,Namedianon,Slingshot,4/11/2015,14.16
2898,Jobbcoqu,Slingshot,4/28/2015,9.32
2901,JungPeakTrimble,Devil Donut,4/6/2015,24.28
2902,Chiaritail,Orange Punch,4/14/2015,20.78
2903,BlogVod,Almond Milk,4/25/2015,13.8
2904,Acidyles,Left-handed Scissors,4/25/2015,8.88
2908,GossipNight,Buzz Cola,4/1/2015,10.32
2913,Pyranka,Bowling Ball,4/6/2015,8.74
2914,NozyGiga,Krusty-Os,4/16/2015,11.38
2917,Bradelextr,Almond Milk,4/16/2015,21.66
2918,Enlisher,Slingshot,4/23/2015,10.24
2919,Loverabbit,Hot Dog,4/13/2015,10.98
2920,Advenopy,Barley,4/22/2015,6.52
2923,Burdtaxw,Devil Donut,4/21/2015,16.3
2924,Flakergo,Buzz Cola,4/9/2015,16.76
2926,2coolGarnett,Orange Punch,4/20/2015,22.88
2927,Headlines,Barley,4/28/2015,19.9
2929,Nordimi,Hot Dog,4/15/2015,11.34
2930,MagazineMercy,Krusty-Os,4/25/2015,24.54
2948,EyesWaveWaka,Slingshot,4/13/2015,10.7
2949,Bizarrestan,Saxophone Reed,4/6/2015,20.8
2956,HenryGhoul,Almond Milk,4/18/2015,22.34
2957,Ineschic,Slingshot,4/19/2015,15.78
2962,GoldCrayon,Krusty-Os,4/12/2015,9.26
2971,Cellisti,Left-handed Scissors,4/27/2015,13.06
2972,PartyGotInspiring,Orange Punch,4/1/2015,16.32
2974,Intellba,Devil Donut,4/26/2015,14.78
2976,Mediaux,Krusty-Os,4/10/2015,11.68
2979,Inaching,Barley,4/8/2015,9.9
2980,KaptainHerald,Saxophone Reed,4/13/2015,15.46
2982,Perfeho,Krusty-Os,4/29/2015,6.28
2985,Famoustebl,Flower Bouquet,4/8/2015,19.2
2988,Nordimi,Saxophone Reed,4/14/2015,7.56
3003,Maxieldse,Almond Milk,4/27/2015,24.3
3012,Mediaux,Pacifier,4/30/2015,9.32
3022,Caperlexe,Left-handed Scissors,4/23/2015,11.34
3024,HeraldEye,Krusty-Os,4/28/2015,22.16
3025,Bizarrevces,Almond Milk,4/28/2015,23.16
3027,Laquield,Flower Bouquet,4/20/2015,20.66
3028,ForlifeDream,Saxophone Reed,4/30/2015,17.38
3033,Nioneenf,Barley,4/23/2015,25.46
3036,ForlifeDream,Orange Punch,4/12/2015,9.36
3044,Cordlets,Squishee,4/12/2015,7
3046,Dolockar,Buzz Cola,4/7/2015,23.88
3048,Goldencero,Krusty-Os,4/28/2015,22.74
3049,Quotelyco,Krusty-Os,4/29/2015,7.54
3050,Rincent,Hot Dog,4/19/2015,19.72
3051,Besteres,Hot Dog,4/3/2015,14.4
3057,RonzUber,Devil Donut,4/5/2015,21.2
3058,Funkimagia,Orange Punch,4/14/2015,9.28
3062,PlaySnoop,Pacifier,4/4/2015,15.52
3063,Actuallywo,Hot Dog,4/14/2015,22.84
3064,Remedios,Almond Milk,4/19/2015,10.56
3065,EdgyStunna,Bowling Ball,4/2/2015,22.18
3072,MamaNice,Slingshot,4/18/2015,11.18
3073,NeoSing,Slingshot,4/6/2015,12.2
3082,Bloggerer,Left-handed Scissors,4/8/2015,20.9
3088,BurntFear,Bowling Ball,4/30/2015,22.34
3092,Bizarrestan,Buzz Cola,4/29/2015,21.84
3095,GreyPlanet,Devil Donut,4/8/2015,10.56
3096,Scarypticew,Orange Punch,4/7/2015,25
3098,Prelaym,Flower Bouquet,4/5/2015,17.18
3106,Cochinger,Buzz Cola,4/15/2015,25.32
3107,HanShort,Hot Dog,4/13/2015,17.26
3108,BuffyArsenal,Orange Punch,4/28/2015,16.94
3110,Mettertbe,Barley,4/19/2015,11.38
3111,Octalogi,Pacifier,4/8/2015,15.1
3117,MundeLogicLittle,Pacifier,4/19/2015,18.74
3118,PlaySnoop,Left-handed Scissors,4/4/2015,15.86
3129,BabyPro,Krusty-Os,4/11/2015,9.53
3133,LuvBleak,Snow Plow,4/6/2015,11.42
3144,Laquield,Orange Punch,4/5/2015,3.32
3156,Holyncepha,Devil Donut,4/4/2015,7.72
3161,Nicenterge,Slingshot,4/16/2015,10.12
3170,Mediaux,Flower Bouquet,4/29/2015,10.68
3173,Meadomark,Almond Milk,4/12/2015,6.42
3174,Bradeluxie,Buzz Cola,4/19/2015,12.59
3178,Garnetter,Snow Plow,4/17/2015,8.95
3179,Karield,Squishee,4/4/2015,4.04
3181,Angelstage,Hot Dog,4/8/2015,8
3185,ArsenalTalk,Barley,4/6/2015,11.41
3187,Intincrol,Hot Dog,4/14/2015,6.93
3188,PrimeEye,Orange Punch,4/7/2015,8.57
3191,Muddlembler,Barley,4/26/2015,8.73
3193,Jobbcoqu,Orange Punch,4/6/2015,4.28
3197,Candwire,Orange Punch,4/30/2015,6.75
3206,Ronquak,Pacifier,4/15/2015,3.52
3224,Dolockar,Almond Milk,4/12/2015,9.36
3226,Forsyncer,Devil Donut,4/9/2015,12.26
3227,GriffonReporter,Hot Dog,4/2/2015,8.56
3228,Medyneph,Squishee,4/5/2015,4.87
3230,Chilledet,Saxophone Reed,4/28/2015,6.84
3233,DigestTight,Devil Donut,4/7/2015,10.85
3237,Blikitbec,Hot Dog,4/14/2015,5.04
3239,Recipecide,Orange Punch,4/6/2015,9.89
3240,PowerSomber,Snow Plow,4/13/2015,11.77
3257,HenryGhoul,Krusty-Os,4/30/2015,11.01
3263,ListHaro,Left-handed Scissors,4/27/2015,10.13
3268,Isergoba,Bowling Ball,4/26/2015,11.96
3273,Rock4me,Flower Bouquet,4/15/2015,7.39
3274,Rincent,Pacifier,4/28/2015,11.29
3275,NekoAngelic,Devil Donut,4/21/2015,5.38
3280,ForlifeLittle,Barley,4/16/2015,4.96
3285,Palecto,Hot Dog,4/21/2015,8.53
3291,Insideally,Bowling Ball,4/21/2015,3.96
3292,Nioneenf,Orange Punch,4/14/2015,4.3
3308,Intincrol,Bowling Ball,4/4/2015,4.28
3311,Inaching,Orange Punch,4/3/2015,4.52
3315,SnoopyTimes,Flower Bouquet,4/4/2015,10.72
3323,Farercashop,Devil Donut,4/24/2015,5.78
3330,Equancoat,Snow Plow,4/24/2015,5.7
3333,BabyPro,Saxophone Reed,4/20/2015,8.4
3337,NotePuff,Bowling Ball,4/4/2015,10.25
3339,MamaNice,Snow Plow,4/21/2015,5.33
3340,Heaticel,Squishee,4/24/2015,12.86
3341,RatHunterCrescent,Orange Punch,4/21/2015,6.87
3361,Buddyella,Bowling Ball,4/11/2015,5.12
3363,Greentgro,Buzz Cola,4/18/2015,5.79
3364,Expeline,Krusty-Os,4/8/2015,8.77
3369,PattyFreezing,Slingshot,4/20/2015,9.33
3370,Bishinve,Snow Plow,4/16/2015,11.17
3372,Fernotele,Saxophone Reed,4/23/2015,7.75
3374,Bizarrestan,Squishee,4/27/2015,7.45
3375,Earthamackb,Saxophone Reed,4/16/2015,8.72
3377,Footballee,Devil Donut,4/27/2015,9.17
3378,Equancoat,Orange Punch,4/22/2015,9.87
3384,Portmare,Orange Punch,4/12/2015,12.55
3388,Gambitches,Bowling Ball,4/18/2015,9.97
3393,Ificoact,Buzz Cola,4/22/2015,8.55
3395,Funnynanome,Orange Punch,4/24/2015,7.88
3397,Angelstage,Orange Punch,4/26/2015,9.9
3401,Ronquak,Snow Plow,4/26/2015,10.57
3405,Farercashop,Pacifier,4/8/2015,7.71
3410,Deepnesca,Left-handed Scissors,4/2/2015,7.26
3411,Bingovence,Orange Punch,4/25/2015,9.34
3413,Goldenbrae,Hot Dog,4/12/2015,11.84
3414,Comiclengua,Buzz Cola,4/14/2015,12.9
3416,Perustima,Squishee,4/25/2015,7.76
3437,Alessata,Krusty-Os,4/29/2015,5.01
3442,Buddyella,Left-handed Scissors,4/4/2015,3.11
3445,FantasticMessages,Saxophone Reed,4/17/2015,10.77
3449,Meadomark,Flower Bouquet,4/9/2015,4.07
3455,AlphaRpg,Buzz Cola,4/12/2015,9.35
3456,Hubersi,Left-handed Scissors,4/1/2015,7.97
3472,Inktonu,Buzz Cola,4/10/2015,3.4
3478,Chiaritail,Left-handed Scissors,4/13/2015,11.41
3482,Ennectur,Devil Donut,4/23/2015,8.72
3488,Dickader,Almond Milk,4/19/2015,5.82
3498,Divisional,Saxophone Reed,4/19/2015,4.76
3502,BeHeadline,Left-handed Scissors,4/13/2015,4.01
3505,Hansgen,Saxophone Reed,4/24/2015,9.66
3506,Cardroug,Pacifier,4/14/2015,9.69
3518,Cognizant Technology Solutions,Flower Bouquet,4/3/2015,11.7
3519,Intincrospr,Left-handed Scissors,4/21/2015,10.1
3522,Hotsper,Pacifier,4/23/2015,5.72
3531,EnjoyUnow,Snow Plow,4/8/2015,12.54
3538,Ripplayer,Squishee,4/16/2015,11.01
3540,Gerystat,Buzz Cola,4/8/2015,12.97
3547,Crawlergy,Left-handed Scissors,4/29/2015,12.19
3550,DudeCakeGrabs,Orange Punch,4/18/2015,8.25
3566,Forsyncer,Squishee,4/30/2015,8.13
3572,CuriousStorm,Saxophone Reed,4/14/2015,7.86
3574,FantasyXoxox,Flower Bouquet,4/23/2015,9.51
3575,Papertica,Krusty-Os,4/29/2015,8.27
3579,Givandre,Flower Bouquet,4/15/2015,10.75
3582,DeckTruck,Orange Punch,4/23/2015,12.73
3589,BlondieYoga,Hot Dog,4/6/2015,4.04
3592,JunkyZest,Squishee,4/9/2015,9.74
3604,CzarCandyPool,Almond Milk,4/26/2015,6.41
3605,Prelaym,Barley,4/20/2015,6.33
3612,Emidsient,Saxophone Reed,4/18/2015,7.98
3614,Hubersi,Almond Milk,4/2/2015,6.85
3623,Guantownta,Pacifier,4/13/2015,11.32
3628,Doblanepm,Squishee,4/3/2015,3.01
3633,Crandivx,Barley,4/28/2015,3.72
3634,Mubarnet,Snow Plow,4/17/2015,11.92
3636,Farercashop,Almond Milk,4/3/2015,4.54
3637,Apenguinda,Squishee,4/8/2015,8.69
3638,Daranter,Hot Dog,4/29/2015,12.84
3643,Okcupercl,Pacifier,4/29/2015,8.71
3648,BrainyZollo,Flower Bouquet,4/16/2015,5.57
3649,Recipecide,Pacifier,4/19/2015,11.88
3650,Bridgec,Bowling Ball,4/5/2015,12.84
3660,Janionon,Barley,4/20/2015,9.15
3667,Reenaca,Squishee,4/9/2015,3.25
3668,CatHorray,Almond Milk,4/12/2015,9.38
3669,Eitelpali,Pacifier,4/7/2015,6.71
3678,Adminte,Pacifier,4/29/2015,4.29
3682,CheeseSunset,Squishee,4/22/2015,8.59
3683,Pooleachou,Left-handed Scissors,4/5/2015,7.2
3684,Lyndatage,Bowling Ball,4/20/2015,10.23
3686,ListHaro,Slingshot,4/12/2015,10.5
3690,Lentelty,Left-handed Scissors,4/15/2015,12.42
3691,Posamne,Almond Milk,4/13/2015,7.94
3697,HulkBlonde,Orange Punch,4/22/2015,9.85
3702,Chontron,Almond Milk,4/16/2015,12.2
3707,Perfectione,Devil Donut,4/30/2015,8.91
3711,GreyPlanet,Pacifier,4/28/2015,8.04
3720,GrabsWillows,Krusty-Os,4/25/2015,9.76
3733,IteTabloid,Buzz Cola,4/3/2015,8.55
3735,IcyEye,Buzz Cola,4/28/2015,12.95
3749,Intellba,Bowling Ball,4/1/2015,4.16
3755,JungPeakTrimble,Snow Plow,4/9/2015,3.36
3759,Donaldenes,Almond Milk,4/11/2015,12.73
3766,Besteres,Orange Punch,4/2/2015,11.29
3768,ChatSingFarer,Left-handed Scissors,4/18/2015,9.01
3778,Mesorock,Krusty-Os,4/4/2015,9.24
3781,NewscastKenka,Buzz Cola,4/4/2015,3.24
3783,ArsenalTalk,Saxophone Reed,4/22/2015,11.31
3788,Blikitbec,Almond Milk,4/10/2015,7.43
3790,HelpSweet,Saxophone Reed,4/9/2015,9.3
3791,Grouptu,Saxophone Reed,4/24/2015,3.37
3796,Staressa,Krusty-Os,4/15/2015,3.14
3799,Bizarrestan,Almond Milk,4/10/2015,7.08
3802,HeavenNarrative,Buzz Cola,4/3/2015,3.88
3811,Garnetter,Almond Milk,4/18/2015,10
3813,Firectored,Saxophone Reed,4/17/2015,11.72
3817,Mundelise,Almond Milk,4/15/2015,7.22
3818,Bloodiell,Slingshot,4/15/2015,12.91
3819,BugsSlayr,Squishee,4/27/2015,3.74
3823,Bleck,Pacifier,4/30/2015,5.81
3826,Insideally,Squishee,4/11/2015,3.19
3835,Bishinve,Left-handed Scissors,4/14/2015,12.58
3843,Anhartzimm,Orange Punch,4/12/2015,7.24
3846,NipZero,Left-handed Scissors,4/11/2015,5.02
3848,Famoustebl,Saxophone Reed,4/27/2015,8.67
3852,IteTabloid,Saxophone Reed,4/26/2015,9.74
3854,BingNumero,Buzz Cola,4/22/2015,7.51
3856,CuriousStorm,Hot Dog,4/30/2015,3.44
3858,Hytermat,Buzz Cola,4/8/2015,7.47
3861,KiddoAnhart,Devil Donut,4/28/2015,12.82
3864,Clownerli,Left-handed Scissors,4/19/2015,3.34
3871,LilCrown2free,Saxophone Reed,4/30/2015,11.03
3878,Bothybarosa,Slingshot,4/27/2015,3.38
3880,NumeroTroik,Almond Milk,4/2/2015,5.87
3883,ShadesMoto,Pacifier,4/11/2015,5.32
3885,Puppygman,Barley,4/26/2015,11.95
3886,Nediumpm,Krusty-Os,4/17/2015,5.12
3897,FantasticMessages,Squishee,4/15/2015,7.91
3899,Blognasona,Barley,4/30/2015,7.46
3900,Diaryptor,Pacifier,4/11/2015,4.14
3903,ActuallyGravity,Flower Bouquet,4/20/2015,7.92
3905,LogFly,Hot Dog,4/1/2015,3.69
3908,Pathours,Pacifier,4/5/2015,6.9
3910,Dickader,Saxophone Reed,4/5/2015,3.33
3913,IamBillHannah,Left-handed Scissors,4/30/2015,7.09
3914,Medyneph,Saxophone Reed,4/19/2015,6.42
3917,Crownettele,Saxophone Reed,4/23/2015,12.88
3919,Nozyforbox,Buzz Cola,4/17/2015,4.06
3922,Mubarnet,Saxophone Reed,4/28/2015,6.79
3927,Crawlerra,Devil Donut,4/24/2015,7.67
3928,PurpleShoes,Almond Milk,4/8/2015,3.17
3929,Optionic,Devil Donut,4/23/2015,3.99
3932,Glamouroy,Devil Donut,4/22/2015,12.41
3935,Finaldelu,Pacifier,4/24/2015,10.35
3938,Forsyncer,Snow Plow,4/10/2015,5.76
3940,Grouptu,Buzz Cola,4/20/2015,5.33
3944,Ennectur,Bowling Ball,4/11/2015,8.87
3949,ShadesMoto,Almond Milk,4/23/2015,12.94
3952,GinoWillows,Slingshot,4/13/2015,10.41
3960,Hytermat,Almond Milk,4/4/2015,11.34
3966,Genusting,Hot Dog,4/26/2015,9.68
3967,PartyGotInspiring,Buzz Cola,4/25/2015,12.2
3969,Sheerlism,Almond Milk,4/14/2015,3.48
3973,Momjudebi,Snow Plow,4/8/2015,10.5
3975,Givandre,Saxophone Reed,4/6/2015,3.39
3979,PurpleShoes,Almond Milk,4/20/2015,9.14
3981,ListHaro,Saxophone Reed,4/5/2015,11.71
3988,Apenguinda,Barley,4/24/2015,10.99
3989,Kalamicvi,Almond Milk,4/3/2015,3.52
3994,NotePuff,Saxophone Reed,4/24/2015,6.2
3999,ChonePitcher,Almond Milk,4/18/2015,4.47
4000,Anospeak,Squishee,4/19/2015,10.27
4002,Keeferr,Squishee,4/20/2015,7.07
4009,Phianatune,Hot Dog,4/1/2015,11.68
4010,Screenary,Orange Punch,4/11/2015,10.98
4012,EyesWaveWaka,Devil Donut,4/30/2015,11.5
4014,Promsdeo,Squishee,4/9/2015,12.61
4018,DudeCozy,Hot Dog,4/16/2015,8.44
4019,DressySweetie,Krusty-Os,4/14/2015,3.73
4020,Givandre,Barley,4/29/2015,6.19
4027,Bloggerer,Buzz Cola,4/4/2015,7.43
4029,RazuKenka,Bowling Ball,4/15/2015,7.08
4030,Bothybarosa,Snow Plow,4/20/2015,10
4033,Audivinq,Barley,4/2/2015,4.66
4039,Intincrospr,Flower Bouquet,4/1/2015,7.34
4040,Rainbower,Flower Bouquet,4/29/2015,5.17
4047,RonzUber,Devil Donut,4/6/2015,12.14
4055,Japanos,Left-handed Scissors,4/1/2015,10.39
4058,HellUpdate,Pacifier,4/5/2015,6.9
4061,Sheerlism,Almond Milk,4/27/2015,4.44
4067,MonBoost,Slingshot,4/23/2015,12.98
4069,Jobbcoqu,Squishee,4/7/2015,9.96
4071,Grouptics,Bowling Ball,4/6/2015,8.38
4075,JournalKnot,Snow Plow,4/26/2015,5.16
4081,Gambitches,Bowling Ball,4/12/2015,5.89
4083,Proudonnati,Almond Milk,4/21/2015,4.98
4084,MatterSimply,Barley,4/3/2015,9.63
4093,Cuficel,Almond Milk,4/26/2015,9.12
4094,Footballee,Buzz Cola,4/24/2015,4.37
4098,Bauhand,Orange Punch,4/5/2015,5.69
4099,FighterDiary,Left-handed Scissors,4/23/2015,12.22
4100,BrainyZollo,Bowling Ball,4/5/2015,5.15
4107,Mithelle,Squishee,4/2/2015,10.83
4113,Pinchrine,Left-handed Scissors,4/26/2015,5.12
4116,EdgyStunna,Barley,4/19/2015,5.49
4117,BauerCheese,Flower Bouquet,4/27/2015,3.26
4119,BlueDev,Krusty-Os,4/17/2015,6.32
4121,Pariserlo,Left-handed Scissors,4/27/2015,7.66
4130,HelpSweet,Squishee,4/6/2015,8.15
4131,Hubersi,Saxophone Reed,4/3/2015,8.38
4133,BlueDev,Almond Milk,4/9/2015,7.19
4135,NekoAngelic,Bowling Ball,4/11/2015,11.44
4149,HulkBlonde,Slingshot,4/11/2015,9.95
4155,Optionic,Saxophone Reed,4/30/2015,12.33
4169,AboveRosa,Squishee,4/8/2015,5.67
4172,Prestigeye,Devil Donut,4/6/2015,12.27
4177,CzarCandyPool,Almond Milk,4/6/2015,11.27
4181,GoldTarget,Left-handed Scissors,4/4/2015,11.44
4182,Nanosill,Saxophone Reed,4/16/2015,8.4
4185,Docunche,Snow Plow,4/2/2015,8.03
4194,Latinament,Devil Donut,4/5/2015,9.74
4204,PattyFreezing,Barley,4/26/2015,10.12
4210,Ificoact,Slingshot,4/30/2015,3.59
4211,MurphyFan,Barley,4/13/2015,4.19
4219,Kalamicvi,Bowling Ball,4/24/2015,10.66
4225,Alcheri,Orange Punch,4/18/2015,6.17
4233,PurpleShoes,Snow Plow,4/14/2015,10.02
4236,Slayerptig,Slingshot,4/6/2015,6.39
4241,Perustima,Flower Bouquet,4/28/2015,5.19
4243,Conspiracy,Barley,4/20/2015,12.04
4248,Enlisher,Orange Punch,4/3/2015,12.35
4252,KiddoAnhart,Saxophone Reed,4/13/2015,12.7
4255,Hanglober,Buzz Cola,4/15/2015,12.83
4257,Forsyncer,Hot Dog,4/10/2015,5.35
4258,GoldTarget,Almond Milk,4/6/2015,10.4
4263,Chicatrisv,Pacifier,4/14/2015,8.74
4270,Lithornet,Saxophone Reed,4/27/2015,5.02
4271,salesforce.com,Flower Bouquet,4/1/2015,10.51
4273,Eapperpl,Devil Donut,4/28/2015,4.14
4279,Latinament,Saxophone Reed,4/27/2015,3.48
4280,DeckTruck,Devil Donut,4/15/2015,8.17
4290,ExpertWitch,Saxophone Reed,4/24/2015,11.17
4297,BauerCheese,Flower Bouquet,4/18/2015,7.89
4301,Bloodiell,Saxophone Reed,4/30/2015,10.08
4309,ListHaro,Barley,4/10/2015,5.41
4314,AnnouncerNephew,Snow Plow,4/14/2015,5.02
4318,Precing,Slingshot,4/17/2015,9.25
4320,MurphyFan,Barley,4/22/2015,4.63
4325,BrainyZollo,Slingshot,4/10/2015,11.19
4333,Estarch,Orange Punch,4/3/2015,4.38
4340,Intellba,Krusty-Os,4/15/2015,10.11
4349,Sheerlism,Snow Plow,4/17/2015,6.51
4350,Genusting,Flower Bouquet,4/17/2015,4.3
4367,Grouptu,Saxophone Reed,4/2/2015,5.43
4370,Diaryptor,Snow Plow,4/17/2015,11.74
4375,Indileon,Bowling Ball,4/4/2015,4.61
4376,CrazyNumBrace,Flower Bouquet,4/26/2015,6.53
4398,PodFang,Orange Punch,4/13/2015,8.16
4400,Hytermat,Left-handed Scissors,4/20/2015,3.61
4402,Formerva,Saxophone Reed,4/7/2015,7.39
4403,Hansgen,Krusty-Os,4/7/2015,11.66
4404,Caperlexe,Left-handed Scissors,4/22/2015,5.84
4406,Sheerlism,Left-handed Scissors,4/28/2015,3.73
4410,MyheroCurious,Krusty-Os,4/17/2015,7.74
4412,Nationtr,Krusty-Os,4/1/2015,4.95
4416,Bevectican,Hot Dog,4/4/2015,7.73
4420,Hjaltinre,Almond Milk,4/16/2015,7.27
4421,Clownerli,Squishee,4/13/2015,3.14
4426,Fallsbergen,Almond Milk,4/23/2015,6.72
4427,Divisional,Flower Bouquet,4/17/2015,6.04
4428,Seepanethor,Hot Dog,4/2/2015,9.6
4430,Audivinq,Snow Plow,4/14/2015,7.72
4436,ListHaro,Left-handed Scissors,4/4/2015,5.6
4437,IteTabloid,Left-handed Scissors,4/12/2015,3.78
4442,Lyndatage,Hot Dog,4/18/2015,7.38
4451,Inventilit,Flower Bouquet,4/27/2015,10.8
4452,Precappl,Left-handed Scissors,4/14/2015,11.55
4455,Lutechax,Pacifier,4/12/2015,4.94
4462,GossipNight,Almond Milk,4/23/2015,9.69
4464,Lineadyne,Slingshot,4/11/2015,7.54
4467,BoaFairy,Orange Punch,4/8/2015,8.21
4473,AttractiveSizzlin,Flower Bouquet,4/20/2015,10.54
4475,Dualcrewa,Flower Bouquet,4/24/2015,12.34
4477,AshKlugFluent,Krusty-Os,4/22/2015,9.6
4483,MatterSimply,Hot Dog,4/20/2015,6.13
4484,HeraldEye,Barley,4/15/2015,5.26
4486,CaptainBill,Buzz Cola,4/2/2015,7.27
